dats	tims	lons	lats	shear	mes		
07/10/2000	6:00	-134,827	28,173	a	10		
07/10/2000	12:00	148,143	36,143	a	10		
07/10/2000	12:00	22	32,709	a	10		
07/10/2000	12:00	-102,679	42	a	10		
07/10/2000	12:00	-118,212	48	c	10		
07/10/2000	12:00	-131	28,709	c	10		
07/10/2000	12:00	-165,859	40,859	a	10		
07/10/2000	18:00	28,543	34,457	c	10		
07/10/2000	18:00	2	42,669	a	10		
07/10/2000	18:00	-92,326	39,326	a	10		
07/10/2000	18:00	-123	44,544	c	10		
08/10/2000	0:00	125	42,712	c	10		
08/10/2000	0:00	118	34,905	a	10		
08/10/2000	0:00	57	33,45	c	10		
08/10/2000	0:00	15,828	34,828	c	10		
08/10/2000	0:00	3,594	35,594	a	10		
08/10/2000	0:00	-97,402	39,598	a	10		
08/10/2000	6:00	173	41,905	c	10		
08/10/2000	6:00	151	43,921	a	10		
08/10/2000	6:00	125	40,787	c	10		
08/10/2000	6:00	79	39,633	c	10		
08/10/2000	6:00	61	32,702	a	10		
08/10/2000	6:00	31,802	35,802	c	10		
08/10/2000	6:00	7	33,596	a	10		
08/10/2000	6:00	-95,358	39	a	10		
08/10/2000	12:00	37,54	36,46	c	10		
08/10/2000	12:00	10	31,085	a	10		
08/10/2000	12:00	-100,245	39,755	a	10		
08/10/2000	12:00	-122	44,777	c	10		
08/10/2000	18:00	44	36,641	c	10		
08/10/2000	18:00	21,505	34,505	c	10		
08/10/2000	18:00	-94	37,125	a	10		
09/10/2000	0:00	48,593	36,593	c	10		
09/10/2000	0:00	24	34,408	a	10		
09/10/2000	0:00	-90,063	35,937	a	10		
09/10/2000	6:00	24,354	31,646	c	10		
09/10/2000	6:00	1,699	40,699	a	10		
09/10/2000	6:00	-112	33,833	a	10		
09/10/2000	12:00	58,778	34,778	c	10		
09/10/2000	12:00	29	32,878	c	10		
09/10/2000	12:00	-84	33,393	a	10		
09/10/2000	18:00	28	34,385	c	10		
09/10/2000	18:00	19,225	30,775	a	10		
09/10/2000	18:00	-81,876	32,876	c	10		
10/10/2000	0:00	31,703	33,297	c	10		
10/10/2000	0:00	24	30,423	a	10		
10/10/2000	0:00	-13	35,662	a	10		
10/10/2000	0:00	-97	34,178	a	10		
10/10/2000	0:00	-118,433	36,567	c	10		
10/10/2000	6:00	43,204	36,796	a	10		
10/10/2000	6:00	29,967	30,967	a	10		
10/10/2000	6:00	18,087	39,913	a	10		
10/10/2000	6:00	-67,651	39,651	c	10		
10/10/2000	6:00	-89,768	34	a	10		
10/10/2000	12:00	52	35,894	a	10		
10/10/2000	12:00	25,837	34,837	a	10		
10/10/2000	12:00	-3,887	31,113	a	10		
10/10/2000	12:00	-77	32,605	c	10		
10/10/2000	12:00	-125,52	36,48	a	10		
10/10/2000	18:00	164,618	42	c	10		
10/10/2000	18:00	60,181	34,181	a	10		
10/10/2000	18:00	37,783	33,783	a	10		
10/10/2000	18:00	-6,487	27,487	a	10		
10/10/2000	18:00	-69	35,14	c	10		
10/10/2000	18:00	-81,394	34,394	a	10		
10/10/2000	18:00	-127,638	36,638	a	10		
11/10/2000	0:00	16	36,527	c	10		
11/10/2000	0:00	-7	27,55	a	10		
11/10/2000	0:00	-70,899	34,899	c	10		
11/10/2000	0:00	-90,646	31,354	a	10		
11/10/2000	0:00	-122,432	33,432	a	10		
11/10/2000	6:00	21,575	38,425	c	10		
11/10/2000	6:00	-6	27,369	a	10		
11/10/2000	6:00	-71	35,89	c	10		
11/10/2000	6:00	-85,362	30,638	a	10		
11/10/2000	6:00	-121	33,121	a	10		
11/10/2000	6:00	-166,662	43,338	a	10		
11/10/2000	12:00	73	30,369	a	10		
11/10/2000	12:00	43,976	36,024	c	10		
11/10/2000	12:00	26	38,691	c	10		
11/10/2000	12:00	15	29,683	a	10		
11/10/2000	12:00	-64,794	37,794	c	10		
11/10/2000	12:00	-84	29,593	a	10		
11/10/2000	12:00	-122,551	32,551	a	10		
11/10/2000	18:00	74,164	32,164	a	10		
11/10/2000	18:00	50,464	36,464	c	10		
11/10/2000	18:00	30,801	39,801	c	10		
11/10/2000	18:00	16,52	30,48	a	10		
11/10/2000	18:00	-78	30,786	a	10		
11/10/2000	18:00	-156	38,678	c	10		
12/10/2000	0:00	54,576	35,424	c	10		
12/10/2000	0:00	36,795	39,205	c	10		
12/10/2000	0:00	21,378	29,378	a	10		
12/10/2000	0:00	-17,744	41,744	a	10		
12/10/2000	0:00	-52	47,78	c	10		
12/10/2000	0:00	-80	31,028	a	10		
12/10/2000	0:00	-162,875	46,875	a	10		
12/10/2000	6:00	77	33,567	a	10		
12/10/2000	6:00	43,03	38,03	a	10		
12/10/2000	6:00	23	29,309	a	10		
12/10/2000	6:00	-14,796	37,204	a	10		
12/10/2000	6:00	-79	30,281	a	10		
12/10/2000	6:00	-141,13	40,13	c	10		
12/10/2000	6:00	-146,113	35,887	a	10		
12/10/2000	12:00	83,453	31,453	c	10		
12/10/2000	12:00	25,556	28,556	a	10		
12/10/2000	12:00	-11,828	34,172	a	10		
12/10/2000	12:00	-80	29,109	a	10		
12/10/2000	12:00	-142,444	35,556	c	10		
12/10/2000	18:00	87,732	32,732	c	10		
12/10/2000	18:00	28,241	27,759	a	10		
12/10/2000	18:00	-8,902	33,098	a	10		
12/10/2000	18:00	-41,654	47	c	10		
12/10/2000	18:00	-78	28,365	c	10		
12/10/2000	18:00	-118	32,056	c	10		
13/10/2000	0:00	94,122	33,122	a	10		
13/10/2000	0:00	59,032	33	c	10		
13/10/2000	0:00	30,05	27,95	a	10		
13/10/2000	0:00	-6	32,196	a	10		
13/10/2000	0:00	-46,566	44,434	c	10		
13/10/2000	0:00	-77	28,612	a	10		
13/10/2000	0:00	-91,387	51,387	a	10		
13/10/2000	0:00	-134	34,943	c	10		
13/10/2000	0:00	-162,548	33,452	a	10		
13/10/2000	6:00	98	34,565	a	10		
13/10/2000	6:00	68,926	33	c	10		
13/10/2000	6:00	31	28,429	a	10		
13/10/2000	6:00	-4	31,157	a	10		
13/10/2000	6:00	-31,687	48,313	c	10		
13/10/2000	6:00	-78,739	28,261	a	10		
13/10/2000	6:00	-161	31,457	a	10		
13/10/2000	12:00	104	35,556	a	10		
13/10/2000	12:00	74	30,737	c	10		
13/10/2000	12:00	30	28,064	a	10		
13/10/2000	12:00	-2,942	31,058	a	10		
13/10/2000	12:00	-78	25,974	a	10		
13/10/2000	12:00	-128	31,901	c	10		
13/10/2000	12:00	-160,609	29,391	a	10		
13/10/2000	18:00	113,858	35,858	a	10		
13/10/2000	18:00	82	34,311	c	10		
13/10/2000	18:00	30,669	27,331	a	10		
13/10/2000	18:00	-2	30,402	a	10		
13/10/2000	18:00	-42	43,592	a	10		
13/10/2000	18:00	-76,478	25,478	a	10		
13/10/2000	18:00	-162,471	27,471	a	10		
14/10/2000	0:00	119	35,839	c	10		
14/10/2000	0:00	98	34,76	c	10		
14/10/2000	0:00	30	26,161	a	10		
14/10/2000	0:00	-1	29,734	a	10		
14/10/2000	0:00	-77	24,309	a	10		
14/10/2000	0:00	-166,552	25,448	a	10		
14/10/2000	6:00	31	25,234	a	10		
14/10/2000	6:00	1	29,833	a	10		
14/10/2000	6:00	-68,643	36,357	a	10		
14/10/2000	6:00	-155,997	28,003	a	10		
14/10/2000	12:00	85,83	29,83	c	10		
14/10/2000	12:00	33	24,794	a	10		
14/10/2000	12:00	-119	27,909	a	10		
14/10/2000	12:00	-139	35,337	a	10		
14/10/2000	18:00	87,803	30,197	c	10		
14/10/2000	18:00	35	25,265	a	10		
14/10/2000	18:00	-22	43,556	a	10		
14/10/2000	18:00	-117	26,871	a	10		
14/10/2000	18:00	-136,538	34,462	a	10		
15/10/2000	0:00	99,753	37,753	c	10		
15/10/2000	0:00	32,461	26,539	a	10		
15/10/2000	0:00	-2,329	36,671	c	10		
15/10/2000	0:00	-14	39,421	a	10		
15/10/2000	0:00	-106	36,593	c	10		
15/10/2000	0:00	-134,203	33,797	a	10		
15/10/2000	6:00	89,95	27,95	c	10		
15/10/2000	6:00	33	25,618	a	10		
15/10/2000	6:00	-103,706	41,294	a	10		
15/10/2000	6:00	-130	32,788	a	10		
15/10/2000	12:00	36	26,303	a	10		
15/10/2000	12:00	-5	32,497	c	10		
15/10/2000	12:00	-125	31,932	a	10		
15/10/2000	18:00	90,877	33	a	10		
15/10/2000	18:00	38	27,605	a	10		
15/10/2000	18:00	-0,822	31,822	c	10		
15/10/2000	18:00	-123	31,422	a	10		
16/10/2000	0:00	95	31,457	a	10		
16/10/2000	0:00	35	27,947	a	10		
16/10/2000	0:00	2	32,457	c	10		
16/10/2000	0:00	-119	30,525	a	10		
16/10/2000	6:00	90	32,414	a	10		
16/10/2000	6:00	36,194	27,194	a	10		
16/10/2000	6:00	4	32,981	c	10		
16/10/2000	6:00	-12	36,831	a	10		
16/10/2000	6:00	-113,695	35,305	c	10		
16/10/2000	12:00	93,353	31,353	a	10		
16/10/2000	12:00	38	27,008	a	10		
16/10/2000	12:00	29,062	51,938	a	10		
16/10/2000	12:00	-10	33,263	c	10		
16/10/2000	12:00	-98,376	37,624	a	10		
16/10/2000	12:00	-113,991	28,991	a	10		
16/10/2000	18:00	98	30,61	a	10		
16/10/2000	18:00	38	31,314	a	10		
16/10/2000	18:00	31,584	47,416	a	10		
16/10/2000	18:00	-9	31,985	c	10		
16/10/2000	18:00	-108,988	34,012	a	10		
17/10/2000	0:00	39	31,133	a	10		
17/10/2000	0:00	-9	30,98	a	10		
17/10/2000	0:00	-110,728	34,272	a	10		
17/10/2000	6:00	105,438	37	a	10		
17/10/2000	6:00	41,151	31,151	a	10		
17/10/2000	6:00	-4	28,822	a	10		
17/10/2000	6:00	-87,972	40,972	c	10		
17/10/2000	6:00	-108,557	29,557	a	10		
17/10/2000	12:00	112,598	33,598	a	10		
17/10/2000	12:00	43,694	31,694	a	10		
17/10/2000	12:00	-2	28,884	a	10		
17/10/2000	12:00	-102	37,65	a	10		
17/10/2000	18:00	114,001	33,999	a	10		
17/10/2000	18:00	47	34,414	a	10		
17/10/2000	18:00	16	39,746	c	10		
17/10/2000	18:00	0,427	28,427	a	10		
17/10/2000	18:00	-65	44,516	c	10		
17/10/2000	18:00	-105,409	29,591	a	10		
17/10/2000	18:00	-129,562	27,562	c	10		
18/10/2000	0:00	116,022	33,978	a	10		
18/10/2000	0:00	47	34,684	a	10		
18/10/2000	0:00	1,824	28,176	a	10		
18/10/2000	0:00	-86,633	37	a	10		
18/10/2000	0:00	-131	28,731	c	10		
18/10/2000	6:00	121	34,271	a	10		
18/10/2000	6:00	50,14	34,86	a	10		
18/10/2000	6:00	0	27,466	a	10		
18/10/2000	6:00	-89,581	36,419	a	10		
18/10/2000	6:00	-128	27,7	c	10		
18/10/2000	12:00	159,979	44	c	10		
18/10/2000	12:00	133,792	39,792	a	10		
18/10/2000	12:00	1	27,084	a	10		
18/10/2000	12:00	-122	28,832	c	10		
18/10/2000	12:00	-127,943	28,057	a	10		
18/10/2000	18:00	-0,765	26,235	a	10		
18/10/2000	18:00	-121	28,783	c	10		
18/10/2000	18:00	-127,254	27,254	a	10		
18/10/2000	18:00	-170	32,627	a	10		
19/10/2000	0:00	150,36	39,64	a	10		
19/10/2000	0:00	126,587	37	c	10		
19/10/2000	0:00	44	37,674	c	10		
19/10/2000	0:00	-0,072	25,072	a	10		
19/10/2000	0:00	-71	39,624	c	10		
19/10/2000	0:00	-84,5	39,5	a	10		
19/10/2000	0:00	-124,704	26,704	c	10		
19/10/2000	6:00	101	31,961	a	10		
19/10/2000	6:00	92	35,406	a	10		
19/10/2000	6:00	61,46	40,54	c	10		
19/10/2000	6:00	0	23,52	a	10		
19/10/2000	6:00	-73,042	36,958	a	10		
19/10/2000	6:00	-114	30,145	c	10		
19/10/2000	6:00	-126	25,682	a	10		
19/10/2000	12:00	102	32,742	c	10		
19/10/2000	12:00	95,605	35,605	a	10		
19/10/2000	12:00	71	40,092	c	10		
19/10/2000	12:00	2	22,247	a	10		
19/10/2000	12:00	-67,248	39,248	c	10		
19/10/2000	12:00	-75	35,854	a	10		
19/10/2000	12:00	-107,784	32,784	c	10		
19/10/2000	12:00	-122	24,47	a	10		
19/10/2000	12:00	-146,544	38,544	c	10		
19/10/2000	12:00	-156	43,58	a	10		
19/10/2000	18:00	92,227	35,227	a	10		
19/10/2000	18:00	80,329	38,671	c	10		
19/10/2000	18:00	-65,797	38,203	c	10		
19/10/2000	18:00	-106	33,819	c	10		
19/10/2000	18:00	-117	24,896	a	10		
19/10/2000	18:00	-144,399	40,399	c	10		
20/10/2000	0:00	100	34,738	a	10		
20/10/2000	0:00	-70,973	38	c	10		
20/10/2000	0:00	-116	25,346	a	10		
20/10/2000	0:00	-134,068	44	c	10		
20/10/2000	6:00	112,331	35,331	a	10		
20/10/2000	6:00	95,814	36,186	c	10		
20/10/2000	6:00	13,966	42,966	a	10		
20/10/2000	6:00	-20	32,403	a	10		
20/10/2000	6:00	-62,062	38,938	c	10		
20/10/2000	6:00	-111	25,717	a	10		
20/10/2000	12:00	122	37,789	a	10		
20/10/2000	12:00	102,832	35,832	c	10		
20/10/2000	12:00	13,371	42,371	a	10		
20/10/2000	12:00	-17	30,347	a	10		
20/10/2000	12:00	-63,522	39,478	c	10		
20/10/2000	12:00	-105,737	29,263	a	10		
20/10/2000	18:00	119	39,768	c	10		
20/10/2000	18:00	16	39,222	a	10		
20/10/2000	18:00	-13,446	29,446	a	10		
20/10/2000	18:00	-59	40,257	c	10		
20/10/2000	18:00	-114	24,591	a	10		
21/10/2000	0:00	139,795	38,795	a	10		
21/10/2000	0:00	100	33,821	c	10		
21/10/2000	0:00	18	37,477	a	10		
21/10/2000	0:00	-4,299	39	c	10		
21/10/2000	0:00	-12,042	27,958	a	10		
21/10/2000	0:00	-54	41,303	c	10		
21/10/2000	0:00	-104,601	34,399	a	10		
21/10/2000	6:00	106,845	35,845	c	10		
21/10/2000	6:00	15	39,328	a	10		
21/10/2000	6:00	-10,367	33,633	a	10		
21/10/2000	6:00	-99	35,628	a	10		
21/10/2000	12:00	18,624	37	a	10		
21/10/2000	12:00	-2	30,328	a	10		
21/10/2000	12:00	-84,233	35,233	a	10		
21/10/2000	18:00	25	34,885	a	10		
21/10/2000	18:00	-6	30,128	a	10		
21/10/2000	18:00	-79	34,437	a	10		
21/10/2000	18:00	-118,946	30,054	a	10		
22/10/2000	0:00	23,657	34,343	a	10		
22/10/2000	0:00	-5,559	29,559	a	10		
22/10/2000	0:00	-69	30,472	c	10		
22/10/2000	0:00	-83,631	37,369	a	10		
22/10/2000	0:00	-116,508	26,492	a	10		
22/10/2000	6:00	68	37,106	c	10		
22/10/2000	6:00	28	30,143	a	10		
22/10/2000	6:00	-4,46	28,46	c	10		
22/10/2000	6:00	-54,535	36,535	c	10		
22/10/2000	6:00	-68,732	30,268	c	10		
22/10/2000	6:00	-80,706	37	a	10		
22/10/2000	6:00	-111	25,995	a	10		
22/10/2000	12:00	69	35,911	c	10		
22/10/2000	12:00	57	38,077	a	10		
22/10/2000	12:00	35	30,983	a	10		
22/10/2000	12:00	-7	29,112	c	10		
22/10/2000	12:00	-39,492	50,492	c	10		
22/10/2000	12:00	-51	38,296	c	10		
22/10/2000	12:00	-77	34,966	a	10		
22/10/2000	12:00	-109	26,333	a	10		
22/10/2000	18:00	77,027	33,027	a	10		
22/10/2000	18:00	-6,961	28,039	c	10		
22/10/2000	18:00	-115	27,124	a	10		
23/10/2000	0:00	100	35,738	c	10		
23/10/2000	0:00	89	30,646	a	10		
23/10/2000	0:00	-5	27,975	a	10		
23/10/2000	0:00	-68	28,534	a	10		
23/10/2000	0:00	-114	27,12	a	10		
23/10/2000	6:00	94,596	33,596	c	10		
23/10/2000	6:00	79	33,789	c	10		
23/10/2000	6:00	-7,916	28,084	a	10		
23/10/2000	6:00	-65	28,519	a	10		
23/10/2000	6:00	-114	27,287	a	10		
23/10/2000	12:00	114,352	40	c	10		
23/10/2000	12:00	89,244	29,756	c	10		
23/10/2000	12:00	74	34,394	c	10		
23/10/2000	12:00	-4,202	28,202	a	10		
23/10/2000	12:00	-116,569	27,431	a	10		
23/10/2000	18:00	84	29,964	a	10		
23/10/2000	18:00	27,709	30,709	c	10		
23/10/2000	18:00	-12	26,94	a	10		
23/10/2000	18:00	-62	37,33	a	10		
23/10/2000	18:00	-111,513	27,513	a	10		
23/10/2000	18:00	-153	28,388	a	10		
24/10/2000	0:00	103,495	34,505	c	10		
24/10/2000	0:00	34	29,969	a	10		
24/10/2000	0:00	1,852	32,148	c	10		
24/10/2000	0:00	-13	24,849	a	10		
24/10/2000	0:00	-56	41,056	a	10		
24/10/2000	0:00	-114,816	30,184	a	10		
24/10/2000	0:00	-148	34,073	a	10		
24/10/2000	6:00	89,681	30,319	c	10		
24/10/2000	6:00	30,187	30,813	a	10		
24/10/2000	6:00	3,419	33,581	c	10		
24/10/2000	6:00	-9,356	24,356	a	10		
24/10/2000	6:00	-51,946	43,054	a	10		
24/10/2000	6:00	-75,443	40,557	a	10		
24/10/2000	6:00	-152	27,991	a	10		
24/10/2000	12:00	89,7	30,3	c	10		
24/10/2000	12:00	52	35,764	c	10		
24/10/2000	12:00	26,694	29,694	a	10		
24/10/2000	12:00	-9	24,699	a	10		
24/10/2000	12:00	-36,722	47,278	a	10		
24/10/2000	12:00	-73	37,341	a	10		
24/10/2000	12:00	-143,695	34,305	a	10		
24/10/2000	18:00	148,919	41,081	a	10		
24/10/2000	18:00	90	29,216	c	10		
24/10/2000	18:00	60,921	36,921	c	10		
24/10/2000	18:00	31	29,026	a	10		
24/10/2000	18:00	-7	25,97	a	10		
24/10/2000	18:00	-71,337	34,663	a	10		
24/10/2000	18:00	-140,343	33,657	a	10		
24/10/2000	18:00	-153	45,152	c	10		
25/10/2000	0:00	158,944	32	a	10		
25/10/2000	0:00	90,285	30,285	a	10		
25/10/2000	0:00	68,654	34,654	c	10		
25/10/2000	0:00	-9,747	27,747	a	10		
25/10/2000	0:00	-78	33,616	a	10		
25/10/2000	0:00	-134,488	33,512	c	10		
25/10/2000	0:00	-145,399	44,601	c	10		
25/10/2000	6:00	161,206	31,794	a	10		
25/10/2000	6:00	-18	27,221	a	10		
25/10/2000	6:00	-78	31,01	a	10		
25/10/2000	6:00	-130	36,148	c	10		
25/10/2000	12:00	166	28,91	a	10		
25/10/2000	12:00	84,804	30,196	c	10		
25/10/2000	12:00	-20	26,272	a	10		
25/10/2000	12:00	-54,311	38,689	a	10		
25/10/2000	12:00	-133,784	35,216	c	10		
25/10/2000	18:00	86,06	29,94	c	10		
25/10/2000	18:00	-21	25,508	a	10		
25/10/2000	18:00	-128	34,287	c	10		
25/10/2000	18:00	-134,627	32,373	a	10		
26/10/2000	0:00	164,451	35,451	a	10		
26/10/2000	0:00	-21,262	24,738	a	10		
26/10/2000	0:00	-127,101	31,899	c	10		
26/10/2000	6:00	170,628	30,372	a	10		
26/10/2000	6:00	32,414	26,586	a	10		
26/10/2000	6:00	-124,162	30,838	c	10		
26/10/2000	12:00	88	30,706	c	10		
26/10/2000	12:00	46,949	38,051	c	10		
26/10/2000	12:00	35,874	26,126	a	10		
26/10/2000	12:00	-96,191	41	c	10		
26/10/2000	18:00	46	37,929	c	10		
26/10/2000	18:00	-7,504	30,504	a	10		
26/10/2000	18:00	-92,133	43,133	c	10		
26/10/2000	18:00	-109	35,72	c	10		
27/10/2000	0:00	71	41,092	c	10		
27/10/2000	0:00	36,456	27,456	a	10		
27/10/2000	0:00	-5	29,504	a	10		
27/10/2000	0:00	-88,443	43,443	c	10		
27/10/2000	0:00	-107	37,991	c	10		
27/10/2000	0:00	-127,724	32,724	a	10		
27/10/2000	6:00	74,364	39,364	c	10		
27/10/2000	6:00	37	27,701	a	10		
27/10/2000	6:00	25,81	35	c	10		
27/10/2000	6:00	-0,159	28,841	a	10		
27/10/2000	6:00	-124,897	28,103	a	10		
27/10/2000	12:00	81	36,329	a	10		
27/10/2000	12:00	-6	26,614	a	10		
27/10/2000	12:00	-122,527	27,473	a	10		
27/10/2000	18:00	41	32,17	c	10		
27/10/2000	18:00	-4,95	25,05	a	10		
27/10/2000	18:00	-108,58	35,58	c	10		
27/10/2000	18:00	-118,912	27,088	a	10		
27/10/2000	18:00	-172	46,123	c	10		
28/10/2000	0:00	83,347	28,347	a	10		
28/10/2000	0:00	41	31,632	c	10		
28/10/2000	0:00	-2	24,797	a	10		
28/10/2000	0:00	-107	36,989	c	10		
28/10/2000	0:00	-116	27,113	a	10		
28/10/2000	6:00	100,854	33,854	c	10		
28/10/2000	6:00	83,168	28,168	a	10		
28/10/2000	6:00	-4,195	25,805	a	10		
28/10/2000	6:00	-107,228	35,772	c	10		
28/10/2000	6:00	-114	27,127	a	10		
28/10/2000	12:00	85,087	27,913	a	10		
28/10/2000	12:00	-4	25,11	a	10		
28/10/2000	12:00	-110	27,554	c	10		
28/10/2000	12:00	-131,032	39,032	a	10		
28/10/2000	18:00	87,661	28,661	a	10		
28/10/2000	18:00	-4	23,824	c	10		
28/10/2000	18:00	-105,371	29,629	c	10		
28/10/2000	18:00	-146	39,117	a	10		
29/10/2000	0:00	89,014	28,014	a	10		
29/10/2000	0:00	-2	22,708	a	10		
29/10/2000	0:00	-103	33,057	a	10		
29/10/2000	0:00	-145	35,526	a	10		
29/10/2000	6:00	49	33,553	c	10		
29/10/2000	6:00	1	22,016	a	10		
29/10/2000	6:00	-74	33,261	c	10		
29/10/2000	6:00	-137	35,719	a	10		
29/10/2000	6:00	-172,601	37	c	10		
29/10/2000	12:00	102,697	32,697	a	10		
29/10/2000	12:00	59	37,053	c	10		
29/10/2000	12:00	3	22,279	a	10		
29/10/2000	12:00	-15	32,59	a	10		
29/10/2000	12:00	-71,506	32,494	c	10		
29/10/2000	12:00	-133,769	33	a	10		
29/10/2000	12:00	-166	39,646	c	10		
29/10/2000	12:00	-174	32,369	a	10		
29/10/2000	18:00	69	40,078	c	10		
29/10/2000	18:00	6	23,195	a	10		
29/10/2000	18:00	-70,274	32,274	c	10		
29/10/2000	18:00	-84,394	41,606	a	10		
29/10/2000	18:00	-104,365	39,365	c	10		
29/10/2000	18:00	-131,778	38	a	10		
29/10/2000	18:00	-155,74	47,74	c	10		
30/10/2000	0:00	7,192	25,192	a	10		
30/10/2000	0:00	-41,593	54,593	a	10		
30/10/2000	0:00	-68	31,464	c	10		
30/10/2000	0:00	-129,593	37	a	10		
30/10/2000	6:00	10	26,736	a	10		
30/10/2000	6:00	-67,515	31,515	c	10		
30/10/2000	6:00	-77,975	38	a	10		
30/10/2000	6:00	-126	33,554	a	10		
30/10/2000	12:00	-16	21,908	a	10		
30/10/2000	12:00	-64	31,989	c	10		
30/10/2000	12:00	-81	31,381	a	10		
30/10/2000	12:00	-123	31,661	a	10		
30/10/2000	18:00	-6	27,454	a	10		
30/10/2000	18:00	-60,253	35	c	10		
30/10/2000	18:00	-73,53	34,47	a	10		
30/10/2000	18:00	-122,949	35,949	a	10		
31/10/2000	0:00	-9	20,546	a	10		
31/10/2000	0:00	-24	47,598	a	10		
31/10/2000	0:00	-57,068	39,932	c	10		
31/10/2000	0:00	-77	31,824	a	10		
31/10/2000	0:00	-120,572	32	a	10		
31/10/2000	6:00	59,165	36	c	10		
31/10/2000	6:00	-2	27,095	a	10		
31/10/2000	6:00	-18	40,574	a	10		
31/10/2000	6:00	-71,359	31,359	a	10		
31/10/2000	6:00	-122,719	42	a	10		
31/10/2000	12:00	49,148	32,148	a	10		
31/10/2000	12:00	-11,744	35,744	c	10		
31/10/2000	12:00	-73	27,328	a	10		
31/10/2000	12:00	-135	37,948	a	10		
31/10/2000	18:00	80,888	38,112	c	10		
31/10/2000	18:00	41,361	31,361	a	10		
31/10/2000	18:00	-10,536	33	a	10		
31/10/2000	18:00	-69	26,48	c	10		
31/10/2000	18:00	-130	35,811	a	10		
01/11/2000	0:00	9,099	30,099	c	11		
01/11/2000	0:00	-7	29,939	a	11		
01/11/2000	0:00	-64,767	27,233	a	11		
01/11/2000	0:00	-77,879	42,879	c	11		
01/11/2000	0:00	-129,054	32,946	a	11		
01/11/2000	6:00	132,331	42	c	11		
01/11/2000	6:00	113	23,57	c	11		
01/11/2000	6:00	9,057	30,057	c	11		
01/11/2000	6:00	-4,762	28,762	a	11		
01/11/2000	6:00	-68	33,405	c	11		
01/11/2000	6:00	-102,361	38,361	c	11		
01/11/2000	6:00	-125	30,647	a	11		
01/11/2000	12:00	154,38	43,62	a	11		
01/11/2000	12:00	59,201	35,201	a	11		
01/11/2000	12:00	17	43,912	c	11		
01/11/2000	12:00	-4	27,674	a	11		
01/11/2000	12:00	-64,567	31,433	c	11		
01/11/2000	12:00	-100,597	38,597	c	11		
01/11/2000	12:00	-124	27,797	a	11		
01/11/2000	12:00	-169	30,698	c	11		
01/11/2000	18:00	39	29,426	a	11		
01/11/2000	18:00	-2,945	26,055	a	11		
01/11/2000	18:00	-59,442	34,442	c	11		
01/11/2000	18:00	-76,384	37,384	a	11		
01/11/2000	18:00	-98,032	44	c	11		
01/11/2000	18:00	-126,832	25,832	a	11		
01/11/2000	18:00	-165,233	35,233	c	11		
02/11/2000	0:00	111	27,84	a	11		
02/11/2000	0:00	45	28,332	a	11		
02/11/2000	0:00	-1,678	25,322	a	11		
02/11/2000	0:00	-61,17	32,17	c	11		
02/11/2000	0:00	-73	33,947	a	11		
02/11/2000	0:00	-125	23,256	a	11		
02/11/2000	6:00	45,08	27,92	a	11		
02/11/2000	6:00	5	27,536	a	11		
02/11/2000	6:00	-60,141	32	c	11		
02/11/2000	6:00	-70	32,491	a	11		
02/11/2000	6:00	-98	37,46	c	11		
02/11/2000	6:00	-122,788	21,212	a	11		
02/11/2000	12:00	40,601	30,601	a	11		
02/11/2000	12:00	8,62	28,62	a	11		
02/11/2000	12:00	-13	38,144	a	11		
02/11/2000	12:00	-55,435	36	c	11		
02/11/2000	12:00	-67,253	31,253	a	11		
02/11/2000	12:00	-97	37,241	c	11		
02/11/2000	12:00	-125,966	19,966	a	11		
02/11/2000	18:00	109,464	32,536	a	11		
02/11/2000	18:00	63	33,844	c	11		
02/11/2000	18:00	44	30,415	a	11		
02/11/2000	18:00	17	30,748	a	11		
02/11/2000	18:00	-5,817	37,183	a	11		
02/11/2000	18:00	-55	36,784	c	11		
02/11/2000	18:00	-67,78	30,22	a	11		
02/11/2000	18:00	-93	39,973	c	11		
02/11/2000	18:00	-122,906	17,906	a	11		
03/11/2000	0:00	99,814	31,814	a	11		
03/11/2000	0:00	52	33,334	c	11		
03/11/2000	0:00	16,917	29,917	a	11		
03/11/2000	0:00	-66	28,661	a	11		
03/11/2000	0:00	-87,439	43,439	c	11		
03/11/2000	0:00	-118	18,378	a	11		
03/11/2000	6:00	172	37,372	a	11		
03/11/2000	6:00	102,392	33,608	c	11		
03/11/2000	6:00	53,915	33,085	c	11		
03/11/2000	6:00	22,09	30,09	a	11		
03/11/2000	6:00	-1,485	34,515	c	11		
03/11/2000	6:00	-65,59	27,59	a	11		
03/11/2000	6:00	-86,303	43,697	c	11		
03/11/2000	6:00	-114	20,809	a	11		
03/11/2000	12:00	161,247	38,753	c	11		
03/11/2000	12:00	132	34,947	a	11		
03/11/2000	12:00	116	38,009	c	11		
03/11/2000	12:00	101	36,662	c	11		
03/11/2000	12:00	50,593	31,407	c	11		
03/11/2000	12:00	34	29,919	c	11		
03/11/2000	12:00	28,247	30,247	a	11		
03/11/2000	12:00	-66	24,768	a	11		
03/11/2000	12:00	-84,296	42	c	11		
03/11/2000	12:00	-106,022	30,022	c	11		
03/11/2000	12:00	-118	23,036	a	11		
03/11/2000	12:00	-166,51	38,51	c	11		
03/11/2000	18:00	137	35,542	a	11		
03/11/2000	18:00	54,181	32,181	c	11		
