dats	tims	lons	lats	shear	mes		
24/03/2000	12:00	-75,72	27	a	3		
24/03/2000	12:00	-128	20,576	a	3		
24/03/2000	18:00	161	33,4	c	3		
24/03/2000	18:00	106	31,639	c	3		
24/03/2000	18:00	70,807	23,807	a	3		
24/03/2000	18:00	53,125	32,875	c	3		
24/03/2000	18:00	-24	24,504	a	3		
24/03/2000	18:00	-74	24,995	a	3		
24/03/2000	18:00	-93,26	38	c	3		
24/03/2000	18:00	-125,084	22,916	a	3		
25/03/2000	0:00	168	32,636	a	3		
25/03/2000	0:00	72,219	21,781	a	3		
25/03/2000	0:00	56,983	32,983	c	3		
25/03/2000	0:00	-20	22,45	c	3		
25/03/2000	0:00	-68,971	23,029	a	3		
25/03/2000	0:00	-93	37,17	c	3		
25/03/2000	0:00	-120,584	23,416	a	3		
25/03/2000	0:00	-133,333	25	a	3		
25/03/2000	0:00	-178,436	27,564	a	3		
25/03/2000	6:00	166,602	38,398	c	3		
25/03/2000	6:00	76	18,902	a	3		
25/03/2000	6:00	61	33,724	c	3		
25/03/2000	6:00	-9,568	24,568	c	3		
25/03/2000	6:00	-70	22,487	a	3		
25/03/2000	6:00	-130,925	22,925	a	3		
25/03/2000	12:00	126,763	33,237	c	3		
25/03/2000	12:00	76	18,373	a	3		
25/03/2000	12:00	-8,979	24,021	a	3		
25/03/2000	12:00	-50,413	29	c	3		
25/03/2000	12:00	-67	22,725	a	3		
25/03/2000	12:00	-130,057	23,057	a	3		
25/03/2000	12:00	-163,199	34	c	3		
25/03/2000	18:00	81	21,107	a	3		
25/03/2000	18:00	64,789	33,789	c	3		
25/03/2000	18:00	-43	32,297	c	3		
25/03/2000	18:00	-68,217	22,783	a	3		
25/03/2000	18:00	-131,152	22,152	a	3		
25/03/2000	18:00	-152,591	41	c	3		
25/03/2000	18:00	-174,788	26,212	a	3		
26/03/2000	0:00	84	22,17	a	3		
26/03/2000	0:00	55	27,801	c	3		
26/03/2000	0:00	-45	31,369	c	3		
26/03/2000	0:00	-67,335	22,665	a	3		
26/03/2000	0:00	-77,809	34,191	a	3		
26/03/2000	0:00	-131,494	19,506	a	3		
26/03/2000	0:00	-174	24,598	a	3		
26/03/2000	6:00	81,006	23,994	a	3		
26/03/2000	6:00	17,751	28,249	c	3		
26/03/2000	6:00	-33,647	37,647	c	3		
26/03/2000	6:00	-65,763	23,237	a	3		
26/03/2000	6:00	-128,816	21,184	a	3		
26/03/2000	6:00	-174,135	23,865	a	3		
26/03/2000	12:00	82,462	24,462	c	3		
26/03/2000	12:00	-68	21,648	c	3		
26/03/2000	12:00	-128	21,619	a	3		
26/03/2000	12:00	-173	21,592	a	3		
26/03/2000	18:00	82	24,804	c	3		
26/03/2000	18:00	-66	23,443	c	3		
26/03/2000	18:00	-127	21,602	a	3		
26/03/2000	18:00	-170	18,982	a	3		
27/03/2000	0:00	83	24,904	c	3		
27/03/2000	0:00	-13,159	24,841	a	3		
27/03/2000	0:00	-80,462	28,462	c	3		
27/03/2000	0:00	-125	22,487	a	3		
27/03/2000	0:00	-169	18,17	a	3		
27/03/2000	6:00	80	22,541	c	3		
27/03/2000	6:00	-54	26,117	a	3		
27/03/2000	6:00	-80,973	25,027	a	3		
27/03/2000	6:00	-124	24,087	a	3		
27/03/2000	6:00	-150,311	32,689	c	3		
27/03/2000	6:00	-174	16,342	a	3		
27/03/2000	12:00	108	31,551	a	3		
27/03/2000	12:00	80	22,62	c	3		
27/03/2000	12:00	2,544	27,456	c	3		
27/03/2000	12:00	-56,23	26,77	a	3		
27/03/2000	12:00	-79,646	27	a	3		
27/03/2000	12:00	-123	25,472	a	3		
27/03/2000	12:00	-175	14,309	a	3		
27/03/2000	18:00	107,037	32,037	a	3		
27/03/2000	18:00	78	25,516	c	3		
27/03/2000	18:00	-7	22,498	c	3		
27/03/2000	18:00	-46,119	26,881	a	3		
27/03/2000	18:00	-74	24,887	a	3		
27/03/2000	18:00	-120	27,145	c	3		
27/03/2000	18:00	-168	20,675	a	3		
28/03/2000	0:00	84	20,504	c	3		
28/03/2000	0:00	-1,337	22,663	c	3		
28/03/2000	0:00	-24,555	27,445	a	3		
28/03/2000	0:00	-39,07	27,07	a	3		
28/03/2000	0:00	-70,437	25,437	c	3		
28/03/2000	0:00	-119	28,883	c	3		
28/03/2000	0:00	-150,325	28,675	a	3		
28/03/2000	6:00	84	20,499	c	3		
28/03/2000	6:00	5,084	25,084	c	3		
28/03/2000	6:00	-29	25,951	c	3		
28/03/2000	6:00	-42	27,706	a	3		
28/03/2000	6:00	-65	26,308	c	3		
28/03/2000	6:00	-96	33,159	c	3		
28/03/2000	6:00	-145	27,64	a	3		
28/03/2000	12:00	85,536	21,464	c	3		
28/03/2000	12:00	-17,767	25,767	c	3		
28/03/2000	12:00	-39	26,762	a	3		
28/03/2000	12:00	-60	27,868	c	3		
28/03/2000	12:00	-79	26,874	a	3		
28/03/2000	12:00	-88,245	31,245	c	3		
28/03/2000	12:00	-144	25,609	a	3		
28/03/2000	18:00	145	34,776	c	3		
28/03/2000	18:00	88	23,026	a	3		
28/03/2000	18:00	-35	23,747	a	3		
28/03/2000	18:00	-75,991	27,009	c	3		
28/03/2000	18:00	-147,406	23,594	a	3		
29/03/2000	0:00	91	24,436	a	3		
29/03/2000	0:00	5	28,949	c	3		
29/03/2000	0:00	-50	29,95	a	3		
29/03/2000	0:00	-76,741	28,741	c	3		
29/03/2000	0:00	-144,645	22,355	a	3		
29/03/2000	6:00	122,386	27,614	a	3		
29/03/2000	6:00	107	37,767	a	3		
29/03/2000	6:00	79	32,715	a	3		
29/03/2000	6:00	18	31,412	c	3		
29/03/2000	6:00	-75	27,12	c	3		
29/03/2000	6:00	-141	21,544	a	3		
29/03/2000	12:00	127,464	26,536	a	3		
29/03/2000	12:00	62,901	29	c	3		
29/03/2000	12:00	19	30,765	c	3		
29/03/2000	12:00	-69,852	27	c	3		
29/03/2000	12:00	-139	20,549	a	3		
29/03/2000	18:00	3,913	32,913	a	3		
29/03/2000	18:00	-35	25,874	a	3		
29/03/2000	18:00	-139	19,294	a	3		
29/03/2000	18:00	-159,483	40,483	c	3		
30/03/2000	0:00	142,262	28,262	c	3		
30/03/2000	0:00	132	25,872	a	3		
30/03/2000	0:00	-37	24,473	a	3		
30/03/2000	0:00	-139	17,798	a	3		
30/03/2000	0:00	-166	26,781	c	3		
30/03/2000	6:00	91	26,627	c	3		
30/03/2000	6:00	-36	23,811	a	3		
30/03/2000	6:00	-57,51	36	c	3		
30/03/2000	6:00	-138	17,262	a	3		
30/03/2000	6:00	-162	23,755	c	3		
30/03/2000	12:00	141,564	26,436	c	3		
30/03/2000	12:00	-33	23,492	a	3		
30/03/2000	12:00	-58	29,278	c	3		
30/03/2000	12:00	-137	16,671	a	3		
30/03/2000	12:00	-159,207	29	c	3		
30/03/2000	18:00	144	27,534	a	3		
30/03/2000	18:00	99	27,394	c	3		
30/03/2000	18:00	42	22,625	c	3		
30/03/2000	18:00	-35	23,174	a	3		
30/03/2000	18:00	-58,559	25,441	c	3		
30/03/2000	18:00	-132	17,615	a	3		
30/03/2000	18:00	-158	28,815	c	3		
31/03/2000	0:00	103,665	22,665	a	3		
31/03/2000	0:00	-29,544	23,456	a	3		
31/03/2000	0:00	-50,839	28,839	c	3		
31/03/2000	0:00	-58,851	25	a	3		
31/03/2000	0:00	-109,493	29,507	a	3		
31/03/2000	0:00	-116,29	30,71	a	3		
31/03/2000	0:00	-157,516	28,484	c	3		
31/03/2000	6:00	149	29,743	c	3		
31/03/2000	6:00	102,709	23,709	c	3		
31/03/2000	6:00	52,297	25,703	c	3		
31/03/2000	6:00	-22	24,837	a	3		
31/03/2000	6:00	-47	28,896	c	3		
31/03/2000	6:00	-59	22,152	a	3		
31/03/2000	6:00	-102,755	32,245	a	3		
31/03/2000	6:00	-115,166	28,834	a	3		
31/03/2000	6:00	-156,383	30	c	3		
31/03/2000	12:00	163,722	32,722	c	3		
31/03/2000	12:00	107	25,123	c	3		
31/03/2000	12:00	70,995	30,995	c	3		
31/03/2000	12:00	56,796	27,796	c	3		
31/03/2000	12:00	36,474	23,474	a	3		
31/03/2000	12:00	-14	26,752	a	3		
31/03/2000	12:00	-48	28,444	c	3		
31/03/2000	12:00	-56	20,316	a	3		
31/03/2000	12:00	-103	31,902	a	3		
31/03/2000	12:00	-116,159	26,841	a	3		
31/03/2000	12:00	-156,475	26	c	3		
31/03/2000	18:00	102,463	30	c	3		
31/03/2000	18:00	83,449	33,551	c	3		
31/03/2000	18:00	66	30,394	c	3		
31/03/2000	18:00	38	20,194	a	3		
31/03/2000	18:00	-8,471	27,529	a	3		
31/03/2000	18:00	-48,015	25	c	3		
31/03/2000	18:00	-51	20,763	a	3		
31/03/2000	18:00	-76	31,799	a	3		
31/03/2000	18:00	-107,199	29,801	c	3		
31/03/2000	18:00	-116	28,471	a	3		
31/03/2000	18:00	-154,637	26,637	c	3		
01/04/2000	0:00	122,862	32,862	a	4		
01/04/2000	0:00	108,707	23,293	c	4		
01/04/2000	0:00	77	32,621	c	4		
01/04/2000	0:00	40,158	23,158	a	4		
01/04/2000	0:00	21	28,728	a	4		
01/04/2000	0:00	-29,433	28,433	c	4		
01/04/2000	0:00	-50,178	20,822	a	4		
01/04/2000	0:00	-84,564	32,564	a	4		
01/04/2000	0:00	-119	28,641	a	4		
01/04/2000	0:00	-154,628	28	c	4		
01/04/2000	6:00	100	30,571	c	4		
01/04/2000	6:00	46	21,076	c	4		
01/04/2000	6:00	27,351	26,649	a	4		
01/04/2000	6:00	-23,423	29,577	c	4		
01/04/2000	6:00	-47,762	21,238	a	4		
01/04/2000	6:00	-76	29,414	a	4		
01/04/2000	6:00	-97,545	38,455	c	4		
01/04/2000	6:00	-116	28,049	a	4		
01/04/2000	6:00	-154	29,532	c	4		
01/04/2000	6:00	-163	27,635	a	4		
01/04/2000	12:00	89,172	31,172	c	4		
01/04/2000	12:00	29	26,032	a	4		
01/04/2000	12:00	-12,073	31,927	c	4		
01/04/2000	12:00	-45,824	21,176	a	4		
01/04/2000	12:00	-75,198	30,802	a	4		
01/04/2000	12:00	-127	19,79	a	4		
01/04/2000	12:00	-154,057	28,943	c	4		
01/04/2000	18:00	101	29,928	a	4		
01/04/2000	18:00	31,586	25,586	a	4		
01/04/2000	18:00	1,14	32,86	c	4		
01/04/2000	18:00	-43,595	27,405	a	4		
01/04/2000	18:00	-68,147	25,853	c	4		
01/04/2000	18:00	-88	36,635	c	4		
01/04/2000	18:00	-117	25,153	a	4		
01/04/2000	18:00	-148,561	31	c	4		
01/04/2000	18:00	-169,23	26,77	a	4		
02/04/2000	0:00	105	29,949	c	4		
02/04/2000	0:00	53,38	29	a	4		
02/04/2000	0:00	36	25,435	a	4		
02/04/2000	0:00	-41	25,86	a	4		
02/04/2000	0:00	-67	25,914	a	4		
02/04/2000	0:00	-103	32,151	c	4		
02/04/2000	0:00	-119,606	23,606	a	4		
02/04/2000	0:00	-147	30,907	c	4		
02/04/2000	0:00	-175,53	25	a	4		
02/04/2000	6:00	42,955	27,045	a	4		
02/04/2000	6:00	-37,914	25	a	4		
02/04/2000	6:00	-65,643	25,357	c	4		
02/04/2000	6:00	-116	23,334	a	4		
02/04/2000	6:00	-172	22,733	a	4		
02/04/2000	12:00	134	30,93	a	4		
02/04/2000	12:00	89,957	27,957	c	4		
02/04/2000	12:00	47	29,436	a	4		
02/04/2000	12:00	-32	23,399	a	4		
02/04/2000	12:00	-64,26	24,74	a	4		
02/04/2000	12:00	-114,787	24,787	a	4		
02/04/2000	12:00	-170	22,802	a	4		
02/04/2000	18:00	142,278	31,278	a	4		
02/04/2000	18:00	96,777	31	c	4		
02/04/2000	18:00	58	30,327	a	4		
02/04/2000	18:00	24	23,753	a	4		
02/04/2000	18:00	-28	23,676	a	4		
02/04/2000	18:00	-68	19,773	a	4		
02/04/2000	18:00	-113	24,489	a	4		
02/04/2000	18:00	-171	22,866	a	4		
03/04/2000	0:00	146	35,318	c	4		
03/04/2000	0:00	63	30,281	a	4		
03/04/2000	0:00	28	21,061	a	4		
03/04/2000	0:00	-25,2	23,8	a	4		
03/04/2000	0:00	-66,551	17,449	a	4		
03/04/2000	0:00	-111	25,07	a	4		
03/04/2000	0:00	-170	22,378	a	4		
03/04/2000	6:00	71	29,888	a	4		
03/04/2000	6:00	-28	24,147	a	4		
03/04/2000	6:00	-52,618	33,382	a	4		
03/04/2000	6:00	-107,869	25,131	a	4		
03/04/2000	6:00	-171	22,214	a	4		
03/04/2000	12:00	114	33,387	c	4		
03/04/2000	12:00	93	31,749	c	4		
03/04/2000	12:00	79,74	30,74	a	4		
03/04/2000	12:00	30	23,509	a	4		
03/04/2000	12:00	-24,867	24,133	a	4		
03/04/2000	12:00	-48,649	32,351	a	4		
03/04/2000	12:00	-107,517	25,483	a	4		
03/04/2000	12:00	-170	22,876	a	4		
03/04/2000	18:00	84,418	32	a	4		
03/04/2000	18:00	31	16,939	a	4		
03/04/2000	18:00	-24,622	24,378	a	4		
03/04/2000	18:00	-49,346	30,654	a	4		
03/04/2000	18:00	-106	27,269	a	4		
03/04/2000	18:00	-171	24,762	a	4		
04/04/2000	0:00	31	15,752	a	4		
04/04/2000	0:00	-21	24,213	a	4		
04/04/2000	0:00	-103,701	26,701	a	4		
04/04/2000	0:00	-115,427	49,427	c	4		
04/04/2000	0:00	-170	26,398	a	4		
04/04/2000	6:00	32	14,513	a	4		
04/04/2000	6:00	-17,591	24,409	a	4		
04/04/2000	6:00	-38,487	26,487	a	4		
04/04/2000	6:00	-76,234	46,766	c	4		
04/04/2000	6:00	-103	38,816	a	4		
04/04/2000	6:00	-156,544	26,544	a	4		
04/04/2000	12:00	90	29,673	a	4		
04/04/2000	12:00	40	28,471	a	4		
04/04/2000	12:00	-13	25,297	c	4		
04/04/2000	12:00	-33	23,754	a	4		
04/04/2000	12:00	-49	41,617	a	4		
04/04/2000	12:00	-100,393	34,607	a	4		
04/04/2000	12:00	-154	25,506	a	4		
04/04/2000	18:00	38,316	28,316	a	4		
04/04/2000	18:00	13,696	35,696	c	4		
04/04/2000	18:00	-7	26,925	c	4		
04/04/2000	18:00	-28	22,663	a	4		
04/04/2000	18:00	-62	50,501	c	4		
04/04/2000	18:00	-93,69	30	a	4		
04/04/2000	18:00	-141	28,132	a	4		
05/04/2000	0:00	95	28,549	c	4		
05/04/2000	0:00	40	29,665	a	4		
05/04/2000	0:00	1	29,817	c	4		
05/04/2000	0:00	-24	24,067	c	4		
05/04/2000	0:00	-32	21,46	a	4		
05/04/2000	0:00	-142,577	27,423	a	4		
05/04/2000	0:00	-151	40,287	a	4		
05/04/2000	6:00	40	28,444	a	4		
05/04/2000	6:00	-29,177	19,823	a	4		
05/04/2000	6:00	-138,438	25,562	a	4		
05/04/2000	12:00	89,659	27,659	c	4		
05/04/2000	12:00	44,746	28,746	a	4		
05/04/2000	12:00	-21	22,194	a	4		
05/04/2000	12:00	-26	21,283	a	4		
05/04/2000	12:00	-138	27,086	a	4		
05/04/2000	18:00	36	33,893	a	4		
05/04/2000	18:00	-9	27,716	a	4		
05/04/2000	18:00	-24	21,483	a	4		
05/04/2000	18:00	-140,754	26,754	a	4		
05/04/2000	18:00	-174	37,74	c	4		
06/04/2000	0:00	170	33,499	a	4		
06/04/2000	0:00	111	31,023	c	4		
06/04/2000	0:00	45,969	32	a	4		
06/04/2000	0:00	-20,092	21,908	a	4		
06/04/2000	0:00	-27,876	27	a	4		
06/04/2000	0:00	-142,512	25,488	a	4		
06/04/2000	0:00	-164	44,667	c	4		
06/04/2000	6:00	42,319	29,319	c	4		
06/04/2000	6:00	-24,346	23,346	a	4		
06/04/2000	6:00	-143,511	24,489	a	4		
06/04/2000	12:00	155,926	47	c	4		
06/04/2000	12:00	47,078	33,922	c	4		
06/04/2000	12:00	-25	20,983	c	4		
06/04/2000	12:00	-26,761	36	a	4		
06/04/2000	12:00	-55	49,689	c	4		
06/04/2000	12:00	-122,873	38,127	a	4		
06/04/2000	18:00	160,45	52	c	4		
06/04/2000	18:00	58,318	31,682	a	4		
06/04/2000	18:00	-21	20,582	a	4		
06/04/2000	18:00	-50	49,712	c	4		
06/04/2000	18:00	-105	35,427	a	4		
06/04/2000	18:00	-140	25,089	a	4		
07/04/2000	0:00	162,542	47,542	c	4		
07/04/2000	0:00	51,559	30,559	c	4		
07/04/2000	0:00	-16	22,251	a	4		
07/04/2000	0:00	-98	33,142	a	4		
07/04/2000	0:00	-110	35,914	a	4		
07/04/2000	6:00	165	43,24	c	4		
07/04/2000	6:00	61	31,366	c	4		
07/04/2000	6:00	-17	28,184	a	4		
07/04/2000	6:00	-44	41,905	c	4		
07/04/2000	6:00	-93	31,079	a	4		
07/04/2000	6:00	-103	33,426	a	4		
07/04/2000	12:00	50,427	33	a	4		
07/04/2000	12:00	-15,091	29,091	a	4		
07/04/2000	12:00	-90	28,976	c	4		
07/04/2000	12:00	-96	31,173	a	4		
07/04/2000	18:00	-18,948	30,052	a	4		
07/04/2000	18:00	-84	24,107	a	4		
07/04/2000	18:00	-169,491	22,509	a	4		
08/04/2000	0:00	151,545	36,455	c	4		
08/04/2000	0:00	59,17	32	c	4		
08/04/2000	0:00	-18	29,627	a	4		
08/04/2000	0:00	-91	27,476	a	4		
08/04/2000	0:00	-161	21,72	a	4		
08/04/2000	6:00	-17	30,176	a	4		
08/04/2000	6:00	-35,657	33,343	c	4		
08/04/2000	6:00	-87,111	25,889	c	4		
08/04/2000	6:00	-149,614	24	c	4		
08/04/2000	6:00	-155,409	21,591	a	4		
08/04/2000	12:00	167,572	41	c	4		
08/04/2000	12:00	88,1	29,9	c	4		
08/04/2000	12:00	55	33,362	a	4		
08/04/2000	12:00	42,759	24,759	a	4		
08/04/2000	12:00	-14,818	31,182	c	4		
08/04/2000	12:00	-81,969	26,031	a	4		
08/04/2000	12:00	-145,83	24	c	4		
08/04/2000	18:00	70,366	32,366	a	4		
08/04/2000	18:00	45	25,979	a	4		
08/04/2000	18:00	-32	31,901	a	4		
08/04/2000	18:00	-139,324	24,676	c	4		
09/04/2000	0:00	116,436	31,564	c	4		
09/04/2000	0:00	62	35,962	a	4		
09/04/2000	0:00	51	28,322	a	4		
09/04/2000	0:00	-23,952	30,952	c	4		
09/04/2000	0:00	-50	30,289	a	4		
09/04/2000	0:00	-79	33,614	c	4		
09/04/2000	0:00	-103	43,713	c	4		
09/04/2000	0:00	-136	26,606	c	4		
09/04/2000	0:00	-163,424	34	a	4		
09/04/2000	6:00	46,91	35,09	c	4		
09/04/2000	6:00	3	35,999	c	4		
09/04/2000	6:00	-49	27,81	a	4		
09/04/2000	6:00	-85	34,026	a	4		
09/04/2000	6:00	-130	29,467	c	4		
09/04/2000	6:00	-165	31,623	a	4		
09/04/2000	12:00	88	27,588	c	4		
09/04/2000	12:00	69,558	34,558	a	4		
09/04/2000	12:00	-19,432	30,568	c	4		
09/04/2000	12:00	-47	26,537	a	4		
09/04/2000	12:00	-83	28,925	c	4		
09/04/2000	12:00	-129	28,785	c	4		
09/04/2000	12:00	-160,006	29,994	a	4		
09/04/2000	18:00	84,268	27,732	c	4		
09/04/2000	18:00	74,022	32	a	4		
09/04/2000	18:00	49	37,921	c	4		
09/04/2000	18:00	-45,011	24,989	a	4		
09/04/2000	18:00	-77	28,707	c	4		
09/04/2000	18:00	-120,288	33,288	c	4		
09/04/2000	18:00	-157,728	26,272	a	4		
10/04/2000	0:00	91,746	27,746	c	4		
10/04/2000	0:00	78,182	30	a	4		
10/04/2000	0:00	-43	23,789	a	4		
10/04/2000	0:00	-70	31,529	c	4		
10/04/2000	0:00	-154,962	26	a	4		
10/04/2000	6:00	78,745	28	a	4		
10/04/2000	6:00	-40	23,32	a	4		
10/04/2000	6:00	-151,969	30	a	4		
10/04/2000	6:00	-175,016	45,984	c	4		
10/04/2000	12:00	87	26,991	a	4		
10/04/2000	12:00	-40,948	21,948	a	4		
10/04/2000	12:00	-135,428	33,428	c	4		
10/04/2000	18:00	156,381	41	a	4		
10/04/2000	18:00	114	34,635	c	4		
10/04/2000	18:00	88,385	26,385	a	4		
10/04/2000	18:00	-0,35	34	c	4		
10/04/2000	18:00	-37	20,875	a	4		
10/04/2000	18:00	-131,523	33,523	c	4		
11/04/2000	0:00	167,677	35,677	a	4		
11/04/2000	0:00	87,371	26,629	a	4		
11/04/2000	0:00	62	40,195	c	4		
11/04/2000	0:00	-34	20,949	a	4		
11/04/2000	0:00	-127	36,417	c	4		
11/04/2000	0:00	-146,732	29,268	a	4		
11/04/2000	6:00	144,601	35	c	4		
11/04/2000	6:00	85	26,473	a	4		
11/04/2000	6:00	61,236	42,236	c	4		
11/04/2000	6:00	-31	21,476	a	4		
11/04/2000	6:00	-131,056	33	c	4		
11/04/2000	6:00	-142,548	26,452	a	4		
11/04/2000	12:00	142,53	32,47	c	4		
11/04/2000	12:00	87	26,693	a	4		
11/04/2000	12:00	-27	22,533	a	4		
11/04/2000	12:00	-113,416	33,584	a	4		
11/04/2000	12:00	-140,84	29	a	4		
11/04/2000	18:00	141,776	30,776	c	4		
11/04/2000	18:00	89,605	24,605	a	4		
11/04/2000	18:00	6,542	32,458	c	4		
11/04/2000	18:00	-15	30,634	c	4		
11/04/2000	18:00	-50,976	32,976	c	4		
11/04/2000	18:00	-111,649	33,351	a	4		
11/04/2000	18:00	-125	38,362	c	4		
11/04/2000	18:00	-136	28,29	a	4		
11/04/2000	18:00	-160,776	41,224	c	4		
12/04/2000	0:00	146	29,515	c	4		
12/04/2000	0:00	90,191	31,809	a	4		
12/04/2000	0:00	14,838	33	c	4		
12/04/2000	0:00	-0,776	31,776	c	4		
12/04/2000	0:00	-110,789	33,211	a	4		
12/04/2000	0:00	-123,253	34	c	4		
12/04/2000	0:00	-134,146	31,146	a	4		
12/04/2000	6:00	170,146	43,854	a	4		
12/04/2000	6:00	91,114	31,114	a	4		
12/04/2000	6:00	8,557	30,443	a	4		
12/04/2000	6:00	-18	24,714	a	4		
12/04/2000	6:00	-60,012	31	a	4		
12/04/2000	6:00	-120	31,6	a	4		
12/04/2000	6:00	-136	31,418	a	4		
12/04/2000	12:00	96,087	31,913	c	4		
12/04/2000	12:00	86,624	34	a	4		
12/04/2000	12:00	16,831	30	c	4		
12/04/2000	12:00	-7	27,621	c	4		
12/04/2000	12:00	-55,449	28,449	a	4		
12/04/2000	12:00	-110,676	33,324	a	4		
12/04/2000	12:00	-137	31,244	a	4		
12/04/2000	18:00	88,614	34,614	a	4		
12/04/2000	18:00	-53,492	25,492	a	4		
12/04/2000	18:00	-106,614	31	a	4		
12/04/2000	18:00	-139	33,48	a	4		
12/04/2000	18:00	-158	34,511	c	4		
13/04/2000	0:00	92	32,575	a	4		
13/04/2000	0:00	40	35,253	c	4		
13/04/2000	0:00	7,84	30,84	c	4		
13/04/2000	0:00	-47	25,894	a	4		
13/04/2000	0:00	-103,981	30,019	a	4		
13/04/2000	0:00	-134,514	32,486	a	4		
13/04/2000	6:00	95,637	29,637	a	4		
13/04/2000	6:00	3	32,591	c	4		
13/04/2000	6:00	-11	33,409	a	4		
13/04/2000	6:00	-44	24,858	a	4		
13/04/2000	6:00	-103	27,707	a	4		
13/04/2000	6:00	-121	37,546	c	4		
13/04/2000	6:00	-134	32,256	a	4		
13/04/2000	12:00	98,161	30,161	a	4		
13/04/2000	12:00	67,116	32,116	c	4		
13/04/2000	12:00	37	31,218	c	4		
13/04/2000	12:00	20,07	30,07	a	4		
13/04/2000	12:00	-40	26,315	c	4		
13/04/2000	12:00	-97,755	26,755	a	4		
13/04/2000	12:00	-116,578	41,578	c	4		
13/04/2000	12:00	-134	31,585	a	4		
13/04/2000	18:00	100,205	30,205	a	4		
13/04/2000	18:00	69	31,877	c	4		
13/04/2000	18:00	18,612	30	c	4		
13/04/2000	18:00	-32	29,348	c	4		
13/04/2000	18:00	-47	23,68	a	4		
13/04/2000	18:00	-94,942	26,942	a	4		
13/04/2000	18:00	-105,994	43,994	c	4		
13/04/2000	18:00	-134,32	33,68	a	4		
14/04/2000	0:00	28,161	28,161	c	4		
14/04/2000	0:00	-21,42	32,58	a	4		
14/04/2000	0:00	-96	26,326	a	4		
14/04/2000	0:00	-135	32,832	a	4		
14/04/2000	6:00	72,639	27,639	c	4		
14/04/2000	6:00	33,394	29	c	4		
14/04/2000	6:00	-9,416	34,584	a	4		
14/04/2000	6:00	-92,37	24,37	a	4		
14/04/2000	12:00	102	31,622	a	4		
14/04/2000	12:00	35,579	30,579	c	4		
14/04/2000	12:00	-88	26,665	a	4		
14/04/2000	18:00	104	31,226	a	4		
14/04/2000	18:00	74,354	30,354	a	4		
14/04/2000	18:00	45,101	34,101	c	4		
14/04/2000	18:00	26,51	30,49	a	4		
14/04/2000	18:00	-86	28,65	a	4		
14/04/2000	18:00	-153	31,788	a	4		
15/04/2000	0:00	104	30,204	a	4		
15/04/2000	0:00	78	29,416	c	4		
15/04/2000	0:00	51	34,007	c	4		
15/04/2000	0:00	31	28,718	a	4		
15/04/2000	0:00	26	33,233	a	4		
15/04/2000	0:00	-88,741	29,259	a	4		
15/04/2000	0:00	-127,388	35	a	4		
15/04/2000	6:00	106,328	29,328	a	4		
15/04/2000	6:00	80	30,143	c	4		
15/04/2000	6:00	29,52	25,52	a	4		
15/04/2000	6:00	-87	29,165	a	4		
15/04/2000	6:00	-119,871	33	a	4		
15/04/2000	12:00	111,651	28,651	a	4		
15/04/2000	12:00	61	34,488	c	4		
15/04/2000	12:00	34	26,653	a	4		
15/04/2000	12:00	-65	40,698	a	4		
15/04/2000	12:00	-139	27,903	a	4		
15/04/2000	18:00	109	29,6	a	4		
15/04/2000	18:00	64,046	33,046	a	4		
15/04/2000	18:00	35	26,6	c	4		
16/04/2000	0:00	114	27,897	a	4		
16/04/2000	0:00	86,78	32,22	c	4		
16/04/2000	0:00	-96	30,932	c	4		
16/04/2000	0:00	-142,63	35,37	a	4		
16/04/2000	6:00	120	26,812	a	4		
16/04/2000	6:00	87,843	38,157	c	4		
16/04/2000	6:00	39	27,094	c	4		
16/04/2000	6:00	-47	30,342	a	4		
16/04/2000	6:00	-84,779	30,779	c	4		
16/04/2000	6:00	-92	29,482	c	4		
16/04/2000	6:00	-142,392	34	a	4		
16/04/2000	12:00	119	29,847	a	4		
16/04/2000	12:00	86,916	32,084	c	4		
16/04/2000	12:00	50	35,921	c	4		
16/04/2000	12:00	-43,861	25,139	a	4		
16/04/2000	12:00	-88,98	29,02	c	4		
16/04/2000	12:00	-136,925	29,075	a	4		
16/04/2000	18:00	79	31,614	a	4		
16/04/2000	18:00	49,644	34,644	c	4		
16/04/2000	18:00	-41,48	24,48	a	4		
16/04/2000	18:00	-78,674	32,326	c	4		
16/04/2000	18:00	-136,581	28,581	a	4		
16/04/2000	18:00	-155,568	44,568	c	4		
17/04/2000	0:00	54,394	36,394	c	4		
17/04/2000	0:00	-39,851	23,851	a	4		
17/04/2000	0:00	-81	28,271	c	4		
17/04/2000	0:00	-134,761	28,239	a	4		
17/04/2000	0:00	-150	45,678	c	4		
17/04/2000	6:00	77,86	31	a	4		
17/04/2000	6:00	60,861	37,861	a	4		
17/04/2000	6:00	-35	23,096	a	4		
17/04/2000	6:00	-77	30,484	c	4		
17/04/2000	6:00	-133	29,487	a	4		
17/04/2000	12:00	84	29,564	a	4		
17/04/2000	12:00	-30,642	24,642	a	4		
17/04/2000	12:00	-74,441	31	c	4		
17/04/2000	12:00	-130	29,175	a	4		
17/04/2000	12:00	-159	31,854	a	4		
17/04/2000	18:00	-33	24,208	a	4		
17/04/2000	18:00	-70	33,638	a	4		
17/04/2000	18:00	-83,129	28	c	4		
17/04/2000	18:00	-128	29,39	a	4		
17/04/2000	18:00	-163	28,722	a	4		
